matricula,p1,p2,p3,final,alumno,clave_asig,asignatura,seccion,periodo,num_docente,docente
200300886,7.0,8.0,8.0,9.0,Nathan Durham,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
200300886,10.0,9.0,9.0,10.0,Robert Doyle,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
200300886,8.0,10.0,10.0,10.0,Cheryl Jones,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
200300886,10.0,9.0,9.0,10.0,Monica Leonard,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
200300886,10.0,9.0,9.0,9.0,Stephanie Morris,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
200300886,10.0,10.0,10.0,10.0,Matthew Chavez,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
200300886,9.0,8.0,7.0,8.0,Kenneth Ellis PhD,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,10.0,9.0,9.0,7.0,Sara Newman,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,7.0,7.0,5.0,8.0,Penny Garrett,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,4.0,8.0,7.0,7.0,Danielle Smith,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,6.0,7.0,5.0,5.0,Sabrina Valdez,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,7.0,8.0,8.0,7.0,Terri Dominguez,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,6.0,7.0,7.0,8.0,Susan Branch,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,7.0,9.0,8.0,8.0,Brenda Richardson,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,6.0,8.0,7.0,7.0,John Williams,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,5.0,5.0,1.0,3.0,Shelby Wong,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,6.0,2.0,0.0,3.0,Hunter Walsh,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
200300886,7.0,8.0,8.0,7.0,Robert Phillips,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,9.0,9.0,6.0,8.0,Laura Bradshaw,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,8.0,9.0,5.0,7.0,Shawn Harris,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,7.0,10.0,5.0,7.0,William Garcia,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,7.0,10.0,4.0,8.0,Michael Nguyen,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,7.0,8.0,4.0,8.0,John Hudson,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,8.0,9.0,5.0,7.0,Earl Jimenez,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,8.0,7.0,6.0,7.0,Jennifer Graves,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,7.0,10.0,5.0,8.0,Gerald Hammond,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,8.0,8.0,9.0,10.0,Jennifer Smith,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,7.0,9.0,5.0,7.0,Julie Young,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,8.0,10.0,9.0,8.0,Patricia Martin,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,7.0,8.0,6.0,7.0,Theodore Knight,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,8.0,8.0,6.0,7.0,Crystal Gray,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,8.0,8.0,4.0,7.0,Kirsten Butler,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
200300886,7.0,7.0,7.0,7.0,Mark Richards,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,9.0,9.0,9.0,10.0,Ann Rodriguez,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,6.0,7.0,7.0,8.0,Eric Williams MD,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,9.0,10.0,10.0,10.0,Amy Rogers,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,9.0,7.0,8.0,9.0,Theresa Martin,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,7.0,7.0,7.0,7.0,Diane Hanna,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,5.0,8.0,8.0,7.0,Marcus Allison,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,6.0,7.0,8.0,7.0,Bradley Shelton,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,4.0,6.0,0.0,1.0,Tony Martinez,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,10.0,7.0,6.0,7.0,Carol Watkins,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
200300886,9.0,10.0,7.0,9.0,Diane Norman,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
200300886,9.0,9.0,8.0,10.0,Tommy Allen,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
200300886,7.0,9.0,7.0,7.0,Jimmy Brown,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
200300886,8.0,9.0,9.0,9.0,Jennifer Carter,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
200300886,9.0,8.0,9.0,8.0,Steven Kim,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
200300886,6.0,9.0,9.0,9.0,Theresa Rose,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
200300886,10.0,10.0,10.0,9.0,Alexander Fischer,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
200300886,5.0,0.0,0.0,0.0,Whitney Anderson,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,8.0,5.0,7.0,8.0,Carla Walker,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,9.0,10.0,10.0,9.0,Kaitlyn Diaz,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,5.0,10.0,8.0,10.0,Ashley Bell,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,8.0,6.0,8.0,7.0,Kim Murray,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,5.0,9.0,9.0,7.0,Susan Myers,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,5.0,7.0,8.0,7.0,Juan King,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,0.0,1.0,0.0,0.0,Michael Gonzalez,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,3.0,4.0,6.0,5.0,Steven Frazier,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,10.0,10.0,10.0,8.0,Nicholas Vasquez,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,6.0,8.0,9.0,7.0,Ashley Hunt,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,7.0,7.0,6.0,8.0,Cheryl Vaughn,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,9.0,9.0,10.0,9.0,Paula Flores,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,7.0,7.0,10.0,7.0,Austin Aguilar,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,10.0,10.0,7.0,8.0,Sheila Mccoy,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,4.0,5.0,0.0,1.0,Kristina Hughes,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,2.0,0.0,1.0,0.0,Francisco King,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,6.0,6.0,9.0,8.0,Steven Villarreal,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,4.0,7.0,8.0,7.0,Joyce Williams,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,6.0,10.0,9.0,8.0,Regina Anderson,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,7.0,10.0,9.0,9.0,Julie Howard,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,5.0,1.0,0.0,1.0,Allison Harris,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,1.0,4.0,6.0,5.0,Andres Stanley,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,6.0,4.0,8.0,6.0,Jessica Cuevas,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
200300886,7.0,7.0,7.0,7.0,Terry Wells,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,9.0,9.0,9.0,9.0,Sarah Jones,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,10.0,8.0,8.0,9.0,Christopher Sheppard,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,4.0,2.0,0.0,0.0,Jason Hoover,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,6.0,8.0,8.0,7.0,Lindsay Fox,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,6.0,5.0,7.0,7.0,Ronnie Carpenter,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,8.0,10.0,7.0,10.0,Robert Taylor,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,4.0,5.0,9.0,5.0,Amber Matthews,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,8.0,9.0,9.0,7.0,Tina Day,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,9.0,7.0,9.0,9.0,Mrs. Kelly Brewer,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,8.0,7.0,8.0,9.0,Kelly Hill,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,8.0,8.0,8.0,7.0,Stephanie Garcia,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,9.0,8.0,8.0,Ronald Carroll,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,4.0,8.0,0.0,0.0,Eric Thomas,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,5.0,8.0,8.0,7.0,Anthony Hardin,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,9.0,5.0,7.0,Mark Larson,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,4.0,1.0,0.0,0.0,Emily Green,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,7.0,9.0,8.0,Julia Henry,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,7.0,7.0,7.0,Robin Lee,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,7.0,7.0,7.0,Michael Martin,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,9.0,8.0,9.0,7.0,Alex Sanders,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,6.0,5.0,1.0,0.0,David Gray,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,9.0,8.0,9.0,9.0,Chase Little,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,5.0,9.0,7.0,7.0,Amy Dean,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,8.0,6.0,9.0,7.0,Frank Sloan,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,6.0,6.0,5.0,5.0,Ashley Villarreal,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,9.0,10.0,8.0,8.0,Sharon Fleming,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,7.0,6.0,7.0,Johnathan Morton,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,6.0,10.0,9.0,9.0,Daisy Perez,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,4.0,0.0,1.0,0.0,Timothy Johns,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,9.0,7.0,8.0,Dylan Anderson,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,10.0,8.0,9.0,10.0,Sarah Martinez,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,4.0,6.0,10.0,7.0,Sean Wilson,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,9.0,9.0,8.0,10.0,Phillip Marshall,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,9.0,10.0,10.0,10.0,Anthony Brown,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
200300886,7.0,4.0,3.0,5.0,Alfred Valenzuela,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,6.0,9.0,7.0,Lynn Jones,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,9.0,8.0,9.0,Jesse Franco,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,7.0,7.0,8.0,Brett Mitchell,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,6.0,4.0,6.0,Jacob Peterson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,5.0,8.0,7.0,Douglas Kim,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,5.0,7.0,7.0,William Marquez,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,5.0,1.0,5.0,Amanda Smith,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,5.0,8.0,7.0,Mary Lynch,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,6.0,6.0,5.0,Karen Williams,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,0.0,1.0,0.0,Mark Smith,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,7.0,7.0,7.0,Sylvia Keith,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,5.0,7.0,7.0,Rachel Randolph,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,6.0,6.0,8.0,Joseph White DDS,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,6.0,6.0,6.0,Kelly Bray,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,6.0,5.0,5.0,Ronald Woods,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,4.0,5.0,5.0,David Shepherd,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,6.0,6.0,6.0,Kathryn Beard,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,7.0,9.0,7.0,Adrian Russell,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,6.0,5.0,6.0,Steven Lopez,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,8.0,7.0,9.0,Francisco Barajas,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,6.0,5.0,6.0,Peter Bowers,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,10.0,7.0,9.0,Erika Harrison,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,5.0,6.0,6.0,Judith Meyer,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,5.0,7.0,7.0,Mrs. Jackie Murray DVM,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,7.0,8.0,8.0,Luke Rodriguez,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,6.0,6.0,6.0,Steve Williams,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,8.0,6.0,8.0,Jennifer Diaz,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,6.0,6.0,6.0,Annette Hernandez,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,5.0,7.0,7.0,Ryan Mcbride,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,4.0,4.0,5.0,Joshua Romero,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,5.0,4.0,5.0,Sierra Banks,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,5.0,1.0,0.0,Nicole Webster,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,8.0,7.0,7.0,Jennifer Andrade,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,7.0,7.0,7.0,7.0,Richard Jenkins,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,5.0,4.0,6.0,Lisa Rogers,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,6.0,6.0,6.0,Christopher Mitchell,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,9.0,9.0,7.0,Maria Grimes,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,8.0,9.0,7.0,Dennis Wilson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,8.0,7.0,7.0,Kathy Frank,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,9.0,8.0,8.0,David Castro,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,9.0,8.0,9.0,Vanessa Mcgee,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,8.0,8.0,7.0,Rebecca Lester,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,9.0,7.0,7.0,Connie Rodriguez,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,9.0,9.0,9.0,7.0,Rachel Jenkins,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,7.0,9.0,9.0,Daniel Cook,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,7.0,7.0,8.0,Donald Ferguson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
200300886,8.0,9.0,9.0,8.0,John Williams,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,10.0,8.0,10.0,9.0,Alexis Roberts,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,4.0,0.0,0.0,1.0,Beverly Hart,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,8.0,4.0,9.0,9.0,Jessica Nielsen,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,5.0,5.0,1.0,1.0,Robert Barnes,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,4.0,5.0,0.0,3.0,Gerald Holloway,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,7.0,3.0,2.0,6.0,Robert Roman,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,6.0,6.0,7.0,7.0,Anne King,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,10.0,8.0,10.0,10.0,Beverly Cooley,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,9.0,3.0,8.0,9.0,Katherine Smith,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,4.0,1.0,0.0,2.0,Larry Johnson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,9.0,5.0,9.0,7.0,Michelle Atkins,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,7.0,5.0,7.0,7.0,Amy Holland,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,9.0,6.0,7.0,7.0,Brittany Phillips,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,8.0,6.0,8.0,8.0,Joshua Patrick,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,2.0,1.0,1.0,2.0,Virginia Thompson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,10.0,6.0,9.0,10.0,Austin Ramos,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,7.0,5.0,1.0,4.0,Carolyn Cook,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,10.0,10.0,8.0,10.0,Angela Stewart,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,9.0,7.0,9.0,10.0,Sheri Haas,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,9.0,6.0,8.0,8.0,Cory Henderson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,9.0,5.0,7.0,7.0,Wanda Howard,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,8.0,5.0,0.0,4.0,Hailey Burns,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,10.0,6.0,7.0,7.0,Megan Miller,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
200300886,10.0,8.0,5.0,9.0,Julia Wilson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
