matricula,p1,p2,p3,final,alumno,clave_asig,asignatura,seccion,periodo,num_docente,docente
GOOFOOOF3,7.0,8.0,8.0,9.0,Donna Cook,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
W1OFOONNO,10.0,9.0,9.0,10.0,Adam White,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
W1OFOONGO,8.0,10.0,10.0,10.0,Zachary Carson,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
W1OFOONF9,10.0,9.0,9.0,10.0,Gary Stephens,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
W1OFOONNN,10.0,9.0,9.0,9.0,Gary Woods,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
W1OFOONGW,10.0,10.0,10.0,10.0,Rebecca Martin,IA0209,Ecuaciones diferenciales,1,202101 Primavera,GROG,docente GROG
GOOFOOOGN,9.0,8.0,7.0,8.0,Stephanie Torres,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
W1OFOOFN1,10.0,9.0,9.0,7.0,Adam Olson,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
W1OFOONGO,7.0,7.0,5.0,8.0,Chelsea Sanford,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
GOOFOOOGN,4.0,8.0,7.0,7.0,William Ortiz,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
W1OFOONGF,6.0,7.0,5.0,5.0,Jade Huang,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
W1OFOONF3,7.0,8.0,8.0,7.0,David Klein,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
W1OFOONG1,6.0,7.0,7.0,8.0,Ashley Torres,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
W1OFOONW1,7.0,9.0,8.0,8.0,Randy Jones,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
GOOFOOOFW,6.0,8.0,7.0,7.0,April Hawkins,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
GOOFOOO1N,5.0,5.0,1.0,3.0,Susan Best,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
GOOFOOOG9,6.0,2.0,0.0,3.0,Jacqueline Davis,IA0209,Ecuaciones diferenciales,1,202201 Primavera,GRGG,docente GRGG
GOOFOOOGO,7.0,8.0,8.0,7.0,Jason Reyes,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOOW9,9.0,9.0,6.0,8.0,David Lopez,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOO3G,8.0,9.0,5.0,7.0,James Johnson,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOON9,7.0,10.0,5.0,7.0,Joseph Hartman,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOOOG,7.0,10.0,4.0,8.0,Kevin Olson,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
W1OFOONGF,7.0,8.0,4.0,8.0,Tom Austin,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
W1OFOOFNO,8.0,9.0,5.0,7.0,Ronald Stewart,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOOW3,8.0,7.0,6.0,7.0,Christine Wallace,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOOGW,7.0,10.0,5.0,8.0,Joy Henson,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
W1OFOOFNG,8.0,8.0,9.0,10.0,Julia Ewing,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
W1OFOOF3O,7.0,9.0,5.0,7.0,Jesse Alvarez,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
W1OFOONNW,8.0,10.0,9.0,8.0,Megan Dawson,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
W1OFOONWN,7.0,8.0,6.0,7.0,Kristen Escobar,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOO3W,8.0,8.0,6.0,7.0,Beth Morales,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOOFG,8.0,8.0,4.0,7.0,Natasha Garza,IA0209,Ecuaciones diferenciales,2,202301 Primavera,GRPN,docente GRPN
GOOFOOO3F,7.0,7.0,7.0,7.0,Michael Clay,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GWOFOONFW,9.0,9.0,9.0,10.0,Christopher Holt,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GWOFOONGG,6.0,7.0,7.0,8.0,John Brown,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GWOFOONGF,9.0,10.0,10.0,10.0,Dana Turner,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GOOFOONGW,9.0,7.0,8.0,9.0,Courtney Mitchell,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
W1OFOONG3,7.0,7.0,7.0,7.0,Terry Sweeney,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GOOFOOO3O,5.0,8.0,8.0,7.0,Cody Noble,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GOOFOOOFO,6.0,7.0,8.0,7.0,Sherri Allison,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GOOFOOO3O,4.0,6.0,0.0,1.0,Scott Mcbride,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GOOFOOONN,10.0,7.0,6.0,7.0,Juan Smith,IA0209,Ecuaciones diferenciales,1,202301 Primavera,FGQN,docente FGQN
GOOFOOOWO,9.0,10.0,7.0,9.0,Jessica Caldwell,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
GOOFOOOW1,9.0,9.0,8.0,10.0,Lee Jenkins,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
GOOFOOONN,7.0,9.0,7.0,7.0,Ryan Harrison,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
GOOFOOOGG,8.0,9.0,9.0,9.0,Amber Vargas DVM,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
GOOFOOON3,9.0,8.0,9.0,8.0,Jaime Marshall,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
GOOFOOO3O,6.0,9.0,9.0,9.0,Jason Francis,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
GOOFOOOFN,10.0,10.0,10.0,9.0,Brianna Hoover,IA0209,Ecuaciones diferenciales,1,202303 Otoño,FFQN,docente FFQN
WNOFOOW1N,5.0,0.0,0.0,0.0,Leah Meyers,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOWO,8.0,5.0,7.0,8.0,Kristina Flores,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOO9W,9.0,10.0,10.0,9.0,Michelle Alexander,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOWN,5.0,10.0,8.0,10.0,Ashley Porter,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOO9O,8.0,6.0,8.0,7.0,Joseph Leon,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOGG,5.0,9.0,9.0,7.0,Amber Long,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOGG,5.0,7.0,8.0,7.0,Eileen Clayton,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WFOFOOO1W,0.0,1.0,0.0,0.0,Bonnie Dickerson,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WFOFOOGFW,3.0,4.0,6.0,5.0,Meghan Diaz,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOFOO,10.0,10.0,10.0,8.0,Nicholas Booker,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOFF,6.0,8.0,9.0,7.0,Kathleen Johnson,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOGW9,7.0,7.0,6.0,8.0,Michaela Pitts,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOG11,9.0,9.0,10.0,9.0,Calvin Wallace,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOW9N,7.0,7.0,10.0,7.0,Michael Chen,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOO19,10.0,10.0,7.0,8.0,Jessica Cruz,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WFOFOOO3O,4.0,5.0,0.0,1.0,William Howard,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WFOFOOOON,2.0,0.0,1.0,0.0,Elizabeth Yang,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOG1,6.0,6.0,9.0,8.0,Charles Trujillo,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOW9F,4.0,7.0,8.0,7.0,Bradley Cole,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOGF9,6.0,10.0,9.0,8.0,Elizabeth Atkins,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOG1W,7.0,10.0,9.0,9.0,Robert Smith,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOWNO,5.0,1.0,0.0,1.0,Anthony Montes,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOG9,1.0,4.0,6.0,5.0,Christopher Diaz,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOOF9,6.0,4.0,8.0,6.0,Mrs. Christy Conley MD,II0002,Propedéutico de matematicas para ingenierias,3,201403 Otoño,GGQ,docente GGQ
WNOFOOO9G,7.0,7.0,7.0,7.0,Cheryl Evans,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOO9N,9.0,9.0,9.0,9.0,Stephanie Cobb MD,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOONG,10.0,8.0,8.0,9.0,Daniel Flores MD,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOO9O,4.0,2.0,0.0,0.0,Gabriela Mcmillan DDS,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOOGN,6.0,8.0,8.0,7.0,Gregory Moore,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOONON,6.0,5.0,7.0,7.0,Mary Serrano,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOO9N,8.0,10.0,7.0,10.0,David Rodriguez,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WFOFOOONF,4.0,5.0,9.0,5.0,Tracy Edwards,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOONWG,8.0,9.0,9.0,7.0,Lucas Skinner,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOON9,9.0,7.0,9.0,9.0,Austin White,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWFW,8.0,7.0,8.0,9.0,Danielle Malone,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWO3,8.0,8.0,8.0,7.0,Amanda Hall,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOO93,7.0,9.0,8.0,8.0,Karla Fisher,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOONO,4.0,8.0,0.0,0.0,Edward Davis,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOONGO,5.0,8.0,8.0,7.0,Angela Berry,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOONN,7.0,9.0,5.0,7.0,Cindy Roberts,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOO91,4.0,1.0,0.0,0.0,Connie Moran,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOO1G,7.0,7.0,9.0,8.0,Russell Paul,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOONWO,7.0,7.0,7.0,7.0,Shannon Ryan,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWGN,7.0,7.0,7.0,7.0,David Evans,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWO9,9.0,8.0,9.0,7.0,Rebecca Russell,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOONGF,6.0,5.0,1.0,0.0,Adriana Wood,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOOW9,9.0,8.0,9.0,9.0,David Pitts,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWG3,5.0,9.0,7.0,7.0,Sherry Patterson,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWG9,8.0,6.0,9.0,7.0,Courtney Jones,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWGF,6.0,6.0,5.0,5.0,Henry Dorsey,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWWF,9.0,10.0,8.0,8.0,Catherine Kennedy,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWWG,7.0,7.0,6.0,7.0,Matthew Kerr,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWW1,6.0,10.0,9.0,9.0,Christie Jones,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOON93,4.0,0.0,1.0,0.0,Dr. Terri Murphy PhD,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOO9OO,7.0,9.0,7.0,8.0,Michael Johnson,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWOO,10.0,8.0,9.0,10.0,Cheryl Morales,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWGN,4.0,6.0,10.0,7.0,Christine Rogers,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOONW9,9.0,9.0,8.0,10.0,Wesley Martinez,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOONG1,9.0,10.0,10.0,10.0,Eric Contreras,II0002,Propedéutico de matematicas para ingenierias,2,201403 Otoño,FRR,docente FRR
WNOFOOWGO,7.0,4.0,3.0,5.0,Jerry Castillo,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWON,8.0,6.0,9.0,7.0,Rebecca Phillips,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOONO3,8.0,9.0,8.0,9.0,Elizabeth Lee,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOON3,9.0,7.0,7.0,8.0,Jeffrey Griffin,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWOO,7.0,6.0,4.0,6.0,Brian Peterson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOO99,9.0,5.0,8.0,7.0,Timothy Schroeder,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWOG,8.0,5.0,7.0,7.0,Tara Perry,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOW9O,7.0,5.0,1.0,5.0,Yolanda Rhodes,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOONF,7.0,5.0,8.0,7.0,Matthew Perez Jr.,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWON,7.0,6.0,6.0,5.0,Jonathan Thomas,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOONN,9.0,0.0,1.0,0.0,Evelyn Jefferson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOONO9,7.0,7.0,7.0,7.0,Dr. Anthony Craig,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOON1,7.0,5.0,7.0,7.0,Victoria Guerra,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOO31,8.0,6.0,6.0,8.0,Jessica Banks,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOW91,8.0,6.0,6.0,6.0,Karen Perkins,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOONW,7.0,6.0,5.0,5.0,Michelle Clark,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWO9,7.0,4.0,5.0,5.0,Stanley Kennedy,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOGO1,8.0,6.0,6.0,6.0,Timothy Green,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOONWN,8.0,7.0,9.0,7.0,Paul Weber,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWWO,7.0,6.0,5.0,6.0,Wesley Johnson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWGO,7.0,8.0,7.0,9.0,Karen Myers,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOONW1,8.0,6.0,5.0,6.0,John Brown,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWON,7.0,10.0,7.0,9.0,John Pitts,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOON13,7.0,5.0,6.0,6.0,Michelle Clark,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWW9,7.0,5.0,7.0,7.0,Glenn Dean,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWN1,7.0,7.0,8.0,8.0,Travis Norris,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWWN,7.0,6.0,6.0,6.0,Dan Anderson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWON,7.0,8.0,6.0,8.0,Christian Gregory,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOONF9,8.0,6.0,6.0,6.0,Elizabeth Mata,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWNN,7.0,5.0,7.0,7.0,Antonio Hill,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWGG,9.0,4.0,4.0,5.0,Erin West,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWNN,7.0,5.0,4.0,5.0,David Wallace,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWW3,8.0,5.0,1.0,0.0,James Marshall,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWN9,8.0,8.0,7.0,7.0,Cynthia Brock,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWGW,7.0,7.0,7.0,7.0,Elaine Harris,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOWFO,8.0,5.0,4.0,6.0,Shawn Ryan,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOONGG,8.0,6.0,6.0,6.0,Richard Lynch,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,9.0,9.0,9.0,7.0,Victoria Bullock,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,8.0,8.0,9.0,7.0,David Gamble,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,9.0,8.0,7.0,7.0,Kaitlyn Paul,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,8.0,9.0,8.0,8.0,Billy Ball,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,9.0,9.0,8.0,9.0,Taylor Wilson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,8.0,8.0,8.0,7.0,Whitney Wood,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,8.0,9.0,7.0,7.0,Matthew Dodson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,9.0,9.0,9.0,7.0,Erin Duke,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,8.0,7.0,9.0,9.0,David Lee,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOG13,8.0,7.0,7.0,8.0,Charles Martinez,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GPP,docente GPP
WNOFOOO13,8.0,9.0,9.0,8.0,Charles Nelson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOOOOO,10.0,8.0,10.0,9.0,Tami Petersen,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOONFG,4.0,0.0,0.0,1.0,James Bonilla DDS,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOOOOO,8.0,4.0,9.0,9.0,Dr. Haley Williams,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOONOG,5.0,5.0,1.0,1.0,Jason Anderson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WFOFOONWN,4.0,5.0,0.0,3.0,Amy Lee,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOOWG1,7.0,3.0,2.0,6.0,Patrick Salazar,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOOOOF,6.0,6.0,7.0,7.0,Michael Jones,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WFOFOON3O,10.0,8.0,10.0,10.0,Samuel Clark,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOOOO9,9.0,3.0,8.0,9.0,Daniel Keller,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
WNOFOOOON,4.0,1.0,0.0,2.0,Noah Dodson,II0002,Propedéutico de matematicas para ingenierias,1,201403 Otoño,GGNR,docente GGNR
